S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION,Change,Up,Down,avg Up,avg Down,RS,RSI
110,2022-02-03,2842,SJCL,SANJEN JALAVIDHYUT COMPANY LIMITED,431.0,434.0,415.0,417.0,37300,15782234.8,423.0,550.0,281.0,2022-02-03T14:59:54.981077,417.0,452,423.11,13698.45,83.0,83.0,0.0,1401.6976140089698,-1626.5368360759437,0.8617681339394664,46.28761864754776
111,2022-02-03,3946,CHDC,CEDB Hydropower Development Company Limited,1093.0,1130.0,1070.1,1122.0,66295,73318641.7,1090.0,1415.0,416.0,2022-02-03T14:59:57.307338,1122.0,1161,1105.94,9418.18,705.0,705.0,0.0,1302.169376602813,-1394.1744149686117,0.9340075119884694,48.29389266581287
112,2022-02-03,8025,SPC,Samling Power Company Limited,669.0,692.0,669.0,676.0,11682,7921640.0,679.0,745.0,296.3,2022-02-03T14:59:09.781847,676.0,360,678.1,3380.0,-446.0,0.0,-446.0,1116.1451689977373,-1258.7209191445102,0.8867296570842134,46.99823600878685
113,2022-02-03,135,SBI,Nepal SBI Bank Limited,400.0,401.0,391.0,398.0,41619,16509480.9,397.5,465.0,331.3,2022-02-03T14:59:55.203710,398.0,133,396.68,39106.89,-278.0,0.0,-278.0,956.695851097834,-1118.617923628095,0.8552480975764384,46.098853231202476
114,2022-02-03,145,SBL,Siddhartha Bank Limited,456.0,465.0,450.1,455.0,64627,29655334.4,456.0,605.0,370.0,2022-02-03T14:59:39.367018,455.0,328,458.86,56986.14,57.0,57.0,0.0,828.1678668124384,-958.8153562004505,0.863740720730907,46.34446793608566
115,2022-02-03,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,1318.0,1318.0,1288.0,1290.0,17049,22187288.5,1300.0,2420.0,1019.0,2022-02-03T14:59:51.542981,1290.0,243,1301.38,17898.73,835.0,835.0,0.0,829.1438858754043,-821.841728809847,1.0088851135316916,50.22114538735546
116,2022-02-03,176,NICL,Nepal Insurance Co. Ltd.,892.0,920.0,892.0,903.3,66976,61001787.1,892.0,1294.0,640.0,2022-02-03T14:59:43.809503,903.3,435,910.8,11222.04,-386.70000000000005,0.0,-386.70000000000005,710.6947555591457,-759.6786227194948,0.9355202770021397,48.334305153916276
117,2022-02-03,192,SICL,Shikhar Insurance Co. Ltd.,2005.0,2030.0,1980.0,1986.0,134452,268068044.7,1997.0,3021.0,1387.0,2022-02-03T14:59:57.967402,1986.0,2235,1993.78,34924.29,1082.7,1082.7,0.0,763.8383633548235,-651.1531022332258,1.1730549401287147,53.98183536304113
118,2022-02-03,204,GUFL,Gurkhas Finance Ltd.,803.1,816.0,775.0,778.0,63408,50139176.1,802.0,1500.0,380.0,2022-02-03T14:59:55.069411,778.0,641,790.73,6752.99,-1208.0,0.0,-1208.0,654.7185946146263,-730.7026609135883,0.8960123311937033,47.257726991131236
119,2022-02-03,210,CIT,Citizen Investment Trust,3484.0,3484.0,3400.0,3410.0,13731,47160274.5,3416.0,5029.0,2625.0,2022-02-03T14:59:11.052697,3410.0,270,3434.58,111507.01,2632.0,2632.0,0.0,937.1873724630727,-626.3165644092107,1.496347734866471,59.941478263103846
120,2022-02-03,213,BNT,Bottlers Nepal (Terai) Limited,14700.0,14785.0,14500.0,14500.0,360,5258834.0,14696.0,17670.0,8328.0,2022-02-03T14:59:58.134348,14500.0,31,14607.87,17545.0,11090.0,11090.0,0.0,2387.589201266058,-536.8427679594577,4.447464590686948,81.6428361607047
121,2022-02-03,245,CFCL,Central Finance Co. Ltd.,517.0,525.0,497.0,500.0,40108,20413249.7,507.0,814.9,183.0,2022-02-03T14:59:16.397556,500.0,338,508.95,4744.38,-14000.0,0.0,-14000.0,2046.5050246437424,-2460.150972231909,0.831861559612784,45.410721964634796
122,2022-02-03,268,SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,1375.0,1382.0,1352.2,1352.2,5041,6904294.0,1360.0,2275.0,1097.0,2022-02-03T14:56:47.544174,1352.2,67,1369.62,15173.98,852.2,852.2,0.0,1875.8900189739127,-2108.7008289142996,0.8895951446748122,47.07861084327172
123,2022-02-03,273,ICFC,ICFC Finance Limited,743.0,760.0,730.0,732.0,135297,100834588.2,734.9,1176.8,283.0,2022-02-03T14:59:59.851347,732.0,788,745.28,8247.39,-620.2,0.0,-620.2,1607.905727655449,-1896.0578510590549,0.8480256690255222,45.88819750932857
124,2022-02-03,393,PLIC,Prime Life Insurance Company Limited,804.0,815.0,788.0,793.0,20473,16325841.8,804.0,1133.0,570.0,2022-02-03T14:59:39.222118,793.0,149,797.43,22042.35,61.0,61.0,0.0,1386.9191930879701,-1625.192441257994,0.8533876714405672,46.04474738829258
125,2022-02-03,459,KSBBL,Kamana Sewa Bikas Bank Limited,555.0,565.9,538.1,539.0,99985,55390046.2,549.0,866.9,284.0,2022-02-03T14:59:57.255739,539.0,744,553.98,16938.49,-254.0,0.0,-254.0,1188.7878782179093,-1429.30780523861,0.8317227918722881,45.406586387569384
126,2022-02-03,472,SADBL,Shangrila Development Bank Ltd.,436.0,443.0,426.0,427.0,96366,41826770.6,428.4,595.0,197.0,2022-02-03T14:59:57.924883,427.0,419,434.04,12855.56,-112.0,0.0,-112.0,1018.9610373177171,-1241.1209746391892,0.8210005778155051,45.08513549185072
127,2022-02-03,474,MNBBL,Muktinath Bikas Bank Ltd.,569.9,579.0,560.0,560.0,50855,28923842.9,567.9,850.0,377.0,2022-02-03T14:59:58.586065,560.0,371,568.75,31680.21,133.0,133.0,0.0,892.3951741060887,-1063.81797722878,0.8388607761928939,45.61850397013953
128,2022-02-03,605,CCBL,Century Commercial Bank Ltd.,262.0,262.0,255.2,256.5,83825,21618902.6,258.2,324.0,212.0,2022-02-03T14:59:25.458189,256.5,390,257.9,24505.78,-303.5,0.0,-303.5,764.9101485969109,-955.2011227963349,0.8007843901582209,44.46864347196292
129,2022-02-03,695,JSLBB,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,2550.0,2560.0,2495.0,2495.0,1003,2511869.0,2510.0,5500.0,2061.1,2022-02-03T14:59:40.371449,2495.0,45,2504.35,3690.25,2238.5,2238.5,0.0,975.4229854130634,-818.7438189553992,1.1913653121162668,54.366348939133744
130,2022-02-03,2755,NIBLPF,NIBL Pragati Fund,10.67,10.93,10.67,10.83,33700,366465.96,10.8,20.68,9.3,2022-02-03T14:58:22.687911,10.83,18,10.87,812.25,-2484.17,0.0,-2484.17,836.0768441283232,-1056.66184569215,0.7912435255771575,44.17286171751608
131,2022-02-03,2757,AKPL,Arun Kabeli Power Ltd.,612.0,624.0,600.0,601.0,391839,239806786.7,600.0,882.4,300.0,2022-02-03T14:59:55.817367,601.0,2255,612.0,11149.82,590.17,590.17,0.0,800.9472948566168,-905.7101529755215,0.8843307014117837,46.93075906204908
132,2022-02-03,2761,SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,1235.0,1256.0,1215.0,1225.0,1245,1530483.4,1235.0,2048.0,550.0,2022-02-03T14:59:37.900945,1225.0,30,1229.3,4198.62,624.0,624.0,0.0,775.6691098089358,-776.3229879158317,0.9991577241469413,49.97893423207971
133,2022-02-03,2770,SEF,Siddhartha Equity Fund,11.3,11.56,11.29,11.42,44800,511441.32,11.4,17.04,10.01,2022-02-03T14:56:59.411376,11.42,26,11.41,1713.0,-1213.58,0.0,-1213.58,664.8592367229684,-838.7882755008059,0.792642501262918,44.21642913768366
134,2022-02-03,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,323.4,345.0,323.4,327.0,273319,91624805.7,330.0,502.0,132.0,2022-02-03T14:59:56.819471,327.0,1333,335.23,2616.0,315.58,315.58,0.0,614.962202806548,-718.9613787632958,0.8553480353344717,46.10175660009117
135,2022-02-03,2813,PPCL,Panchthar Power Compant Limited,556.9,570.0,543.0,544.0,55566,30861738.1,546.2,642.0,222.0,2022-02-03T14:59:55.675613,544.0,292,555.4,5236.0,217.0,217.0,0.0,558.1104594519281,-616.2526101941266,0.9056520819865038,47.52452404860951
136,2022-02-03,2826,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,1400.0,1400.0,1374.0,1375.0,1215,1678999.3,1400.0,2245.0,1017.0,2022-02-03T14:57:05.614943,1375.0,35,1381.89,1340.62,831.0,831.0,0.0,597.0946795869671,-528.2165228953972,1.130397580738325,53.06040482577749
137,2022-02-03,2881,NRIC,Nepal Reinsurance Company Limited,1260.0,1285.0,1248.0,1251.0,50477,64015778.4,1254.0,2010.0,1104.72,2022-02-03T14:59:58.038290,1251.0,629,1268.21,145741.5,-124.0,0.0,-124.0,511.7954395395521,-470.4713052668688,1.087835610397626,52.10350877148076
138,2022-02-03,8005,MKJC,Mailung Khola Jal Vidhyut Company Limited,610.0,638.0,610.0,638.0,39284,24625089.0,612.0,638.0,186.5,2022-02-03T14:59:57.814094,638.0,616,626.84,2348.75,-613.0,0.0,-613.0,438.6818052414302,-490.8325473933756,0.8937504400861391,47.19473174329591
139,2022-02-03,8024,NBF3,Nabil Balanced Fund-3,9.7,9.87,9.65,9.7,25733,249266.11,9.7,10.08,9.13,2022-02-03T14:58:58.765405,9.7,50,9.68,1212.5,-628.3,0.0,-628.3,376.0129758637832,-510.47075492660815,0.7366004266352999,42.41622974045209
140,2022-02-03,133,SCB,Standard Chartered Bank Limited,506.0,515.0,501.0,508.1,16760,8566813.6,506.0,678.0,434.0,2022-02-03T14:59:17.363142,508.1,168,511.14,47911.05,498.40000000000003,498.40000000000003,0.0,393.49683646840776,-437.5463613083701,0.8993260400835159,47.34974517824077
141,2022-02-03,188,LICN,Life Insurance Co. Nepal,2400.0,2400.0,2326.0,2377.0,20975,49201626.4,2356.0,2800.0,1700.0,2022-02-03T14:59:50.165387,2377.0,210,2345.72,52555.47,1868.9,1868.9,0.0,604.2687171148601,-375.03973822222366,1.6112125077178103,61.703614813257914
142,2022-02-03,219,UNL,Unilever Nepal Limited,19100.0,19100.0,19002.0,19002.0,20,381020.0,19050.0,23180.0,18050.0,2022-02-03T13:41:17.379256,19002.0,2,19051.0,17495.14,16625.0,16625.0,0.0,2892.9446159909535,-321.46263273098015,8.999318494389202,89.99931844794105
143,2022-02-03,232,GFCL,Goodwill Finance Co. Ltd.,728.9,728.9,700.0,701.0,26675,19059139.6,720.5,1010.0,239.0,2022-02-03T14:59:43.909223,701.0,208,714.49,6632.27,-18301.0,0.0,-18301.0,2479.6668135020573,-2889.967972183066,0.8580257073329883,46.17943142264695
144,2022-02-03,238,NMB,NMB Bank Limited,353.0,354.0,345.0,347.0,55570,19362552.5,347.5,517.0,326.0,2022-02-03T14:59:59.370761,347.0,406,348.43,63732.47,-354.0,0.0,-354.0,2125.428697137252,-2527.6868331461346,0.8408591876438253,45.67753977533002
145,2022-02-03,341,GBIME,Global IME Bank Limited,370.0,370.0,361.1,363.0,102527,37493150.8,366.0,522.0,275.0,2022-02-03T14:59:48.243815,363.0,718,365.69,86378.59,16.0,16.0,0.0,1824.0817402938198,-2166.588713994,0.8419141706554977,45.708653750998536
146,2022-02-03,385,ALICL,Asian Life Insurance Co. Limited,1026.0,1031.0,1000.0,1002.0,21071,21462245.8,1025.0,1565.0,978.0,2022-02-03T14:59:46.395798,1002.0,288,1018.56,25184.79,639.0,639.0,0.0,1654.7843487705263,-1857.0760404698508,0.8910697853556155,47.11987850771197
147,2022-02-03,502,SMFDB,Summit Laghubitta Bittiya Sanstha Limited,1301.0,1326.0,1226.5,1241.0,2995,3758011.5,1276.0,1938.0,1100.0,2022-02-03T14:57:57.306529,1241.0,53,1254.76,6130.54,239.0,239.0,0.0,1452.5294417492942,-1591.7794631890222,0.9125192750252287,47.71294527283608
148,2022-02-03,532,CBL,Civil Bank Ltd,264.0,264.0,259.1,259.6,99853,26136137.7,261.2,316.0,214.0,2022-02-03T14:59:50.327968,259.6,370,261.74,23560.89,-981.4,0.0,-981.4,1245.0252357376098,-1504.5823969992016,0.8274889020506535,45.28010545629664
149,2022-02-03,705,GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,1776.0,1776.0,1740.5,1765.0,4184,7342765.7,1741.5,3191.0,1390.0,2022-02-03T14:58:48.777411,1765.0,75,1754.96,9753.2,1505.4,1505.4,0.0,1282.221630639535,-1289.6420545285714,0.9942461368540367,49.855738390571986
150,2022-02-03,2743,NGPL,Ngadi Group Power Ltd.,740.0,753.5,720.0,725.0,129155,95145141.5,728.0,1397.0,217.0,2022-02-03T14:59:59.293375,725.0,675,736.67,5125.26,-1040.0,0.0,-1040.0,1099.0471119459385,-1253.9789038756348,0.8764478481648668,46.707818126787664
151,2022-02-03,2769,NHDL,Nepal Hydro Developers Ltd.,532.4,552.8,530.0,532.0,93142,50543950.0,522.0,840.0,244.0,2022-02-03T14:59:52.918288,532.0,612,542.65,1702.03,-193.0,0.0,-193.0,942.0403816453145,-1102.4104890144094,0.8545277743933015,46.07791731093677
152,2022-02-03,2804,SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,1340.0,1400.0,1340.0,1391.0,4642,6444261.0,1350.0,1785.0,951.6,2022-02-03T14:59:47.838378,1391.0,77,1388.25,1836.12,859.0,859.0,0.0,930.1774699802323,-944.9232762786063,0.9843947051908305,49.60679962589225
153,2022-02-03,2863,NICBF,NIC Asia Balanced Fund,11.5,11.65,11.31,11.58,14600,167658.0,11.5,17.0,9.92,2022-02-03T14:59:24.711746,11.58,16,11.48,874.29,-1379.42,0.0,-1379.42,797.2949742546973,-1006.9942368168078,0.7917572366402144,44.18886780247449
154,2022-02-03,2898,NRN,NRN Infrastructure and Development Limited,785.0,812.0,770.0,790.0,101519,81165919.7,782.0,990.0,368.0,2022-02-03T14:59:50.774447,790.0,813,799.51,9663.37,778.42,778.42,0.0,794.5985493609244,-863.1379172584905,0.9205927969017261,47.93274234844647
155,2022-02-03,2914,UMRH,United IDI Mardi RB Hydropower Limited.,655.0,673.0,649.0,660.0,44861,29620837.1,645.0,811.0,220.0,2022-02-03T14:59:48.987232,660.0,334,660.28,2772.0,-130.0,0.0,-130.0,681.0844708719599,-758.4039290705568,0.8980497657846341,47.314342435768
